country,country_name,indicator,indicator_name,year,frequency,value,unit,price_basis,base_year,status,source_status,source_indicator,source,source_url,source_file,raw_row,footnote,data_source,reference_year,methodology
MYS,Malaysia,current_account_pct,Current account balance,2007,A,15.35912,percent_gdp,current,,observed,A,BCA_BP6_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_GLOB_BOP/A.BCA_BP6_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_GLOB_BOP.csv,25,"Prior to 2005, follows the IMF's Balance of Payments Manual (fifth edition). For 2005 onward, follows the IMF's Balance of Payments and International Investment Position Manual (sixth edition). Figures were converted from ringgit to United States dollars using average period exchange rates from the IMF.",Department of Statistics,Calendar Year,
MYS,Malaysia,current_account_pct,Current account balance,2008,A,17.06783,percent_gdp,current,,observed,A,BCA_BP6_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_GLOB_BOP/A.BCA_BP6_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_GLOB_BOP.csv,26,"Prior to 2005, follows the IMF's Balance of Payments Manual (fifth edition). For 2005 onward, follows the IMF's Balance of Payments and International Investment Position Manual (sixth edition). Figures were converted from ringgit to United States dollars using average period exchange rates from the IMF.",Department of Statistics,Calendar Year,
MYS,Malaysia,current_account_pct,Current account balance,2009,A,15.53284,percent_gdp,current,,observed,A,BCA_BP6_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_GLOB_BOP/A.BCA_BP6_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_GLOB_BOP.csv,27,"Prior to 2005, follows the IMF's Balance of Payments Manual (fifth edition). For 2005 onward, follows the IMF's Balance of Payments and International Investment Position Manual (sixth edition). Figures were converted from ringgit to United States dollars using average period exchange rates from the IMF.",Department of Statistics,Calendar Year,
MYS,Malaysia,current_account_pct,Current account balance,2010,A,10.08187,percent_gdp,current,,observed,A,BCA_BP6_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_GLOB_BOP/A.BCA_BP6_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_GLOB_BOP.csv,28,"Prior to 2005, follows the IMF's Balance of Payments Manual (fifth edition). For 2005 onward, follows the IMF's Balance of Payments and International Investment Position Manual (sixth edition). Figures were converted from ringgit to United States dollars using average period exchange rates from the IMF.",Department of Statistics,Calendar Year,
MYS,Malaysia,current_account_pct,Current account balance,2011,A,10.89395,percent_gdp,current,,observed,A,BCA_BP6_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_GLOB_BOP/A.BCA_BP6_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_GLOB_BOP.csv,29,"Prior to 2005, follows the IMF's Balance of Payments Manual (fifth edition). For 2005 onward, follows the IMF's Balance of Payments and International Investment Position Manual (sixth edition). Figures were converted from ringgit to United States dollars using average period exchange rates from the IMF.",Department of Statistics,Calendar Year,
MYS,Malaysia,current_account_pct,Current account balance,2012,A,5.16624,percent_gdp,current,,observed,A,BCA_BP6_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_GLOB_BOP/A.BCA_BP6_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_GLOB_BOP.csv,30,"Prior to 2005, follows the IMF's Balance of Payments Manual (fifth edition). For 2005 onward, follows the IMF's Balance of Payments and International Investment Position Manual (sixth edition). Figures were converted from ringgit to United States dollars using average period exchange rates from the IMF.",Department of Statistics,Calendar Year,
MYS,Malaysia,current_account_pct,Current account balance,2013,A,3.48369,percent_gdp,current,,observed,A,BCA_BP6_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_GLOB_BOP/A.BCA_BP6_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_GLOB_BOP.csv,31,"Prior to 2005, follows the IMF's Balance of Payments Manual (fifth edition). For 2005 onward, follows the IMF's Balance of Payments and International Investment Position Manual (sixth edition). Figures were converted from ringgit to United States dollars using average period exchange rates from the IMF.",Department of Statistics,Calendar Year,
MYS,Malaysia,current_account_pct,Current account balance,2014,A,4.38826,percent_gdp,current,,observed,A,BCA_BP6_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_GLOB_BOP/A.BCA_BP6_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_GLOB_BOP.csv,32,"Prior to 2005, follows the IMF's Balance of Payments Manual (fifth edition). For 2005 onward, follows the IMF's Balance of Payments and International Investment Position Manual (sixth edition). Figures were converted from ringgit to United States dollars using average period exchange rates from the IMF.",Department of Statistics,Calendar Year,
MYS,Malaysia,current_account_pct,Current account balance,2015,A,2.98696,percent_gdp,current,,observed,A,BCA_BP6_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_GLOB_BOP/A.BCA_BP6_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_GLOB_BOP.csv,33,"Prior to 2005, follows the IMF's Balance of Payments Manual (fifth edition). For 2005 onward, follows the IMF's Balance of Payments and International Investment Position Manual (sixth edition). Figures were converted from ringgit to United States dollars using average period exchange rates from the IMF.",Department of Statistics,Calendar Year,
MYS,Malaysia,current_account_pct,Current account balance,2016,A,2.39316,percent_gdp,current,,observed,A,BCA_BP6_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_GLOB_BOP/A.BCA_BP6_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_GLOB_BOP.csv,34,"Prior to 2005, follows the IMF's Balance of Payments Manual (fifth edition). For 2005 onward, follows the IMF's Balance of Payments and International Investment Position Manual (sixth edition). Figures were converted from ringgit to United States dollars using average period exchange rates from the IMF.",Department of Statistics,Calendar Year,
MYS,Malaysia,current_account_pct,Current account balance,2017,A,2.79061,percent_gdp,current,,observed,A,BCA_BP6_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_GLOB_BOP/A.BCA_BP6_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_GLOB_BOP.csv,35,"Prior to 2005, follows the IMF's Balance of Payments Manual (fifth edition). For 2005 onward, follows the IMF's Balance of Payments and International Investment Position Manual (sixth edition). Figures were converted from ringgit to United States dollars using average period exchange rates from the IMF.",Department of Statistics,Calendar Year,
MYS,Malaysia,current_account_pct,Current account balance,2018,A,2.23069,percent_gdp,current,,observed,A,BCA_BP6_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_GLOB_BOP/A.BCA_BP6_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_GLOB_BOP.csv,36,"Prior to 2005, follows the IMF's Balance of Payments Manual (fifth edition). For 2005 onward, follows the IMF's Balance of Payments and International Investment Position Manual (sixth edition). Figures were converted from ringgit to United States dollars using average period exchange rates from the IMF.",Department of Statistics,Calendar Year,
MYS,Malaysia,current_account_pct,Current account balance,2019,A,3.49816,percent_gdp,current,,observed,A,BCA_BP6_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_GLOB_BOP/A.BCA_BP6_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_GLOB_BOP.csv,37,"Prior to 2005, follows the IMF's Balance of Payments Manual (fifth edition). For 2005 onward, follows the IMF's Balance of Payments and International Investment Position Manual (sixth edition). Figures were converted from ringgit to United States dollars using average period exchange rates from the IMF.",Department of Statistics,Calendar Year,
MYS,Malaysia,current_account_pct,Current account balance,2020,A,4.165770216,percent_gdp,current,,observed,A,BCA_BP6_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_GLOB_BOP/A.BCA_BP6_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_GLOB_BOP.csv,38,"Prior to 2005, follows the IMF's Balance of Payments Manual (fifth edition). For 2005 onward, follows the IMF's Balance of Payments and International Investment Position Manual (sixth edition). Figures were converted from ringgit to United States dollars using average period exchange rates from the IMF.",Department of Statistics,Calendar Year,
MYS,Malaysia,current_account_pct,Current account balance,2021,A,3.885706978,percent_gdp,current,,observed,A,BCA_BP6_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_GLOB_BOP/A.BCA_BP6_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_GLOB_BOP.csv,39,"Prior to 2005, follows the IMF's Balance of Payments Manual (fifth edition). For 2005 onward, follows the IMF's Balance of Payments and International Investment Position Manual (sixth edition). Figures were converted from ringgit to United States dollars using average period exchange rates from the IMF.",Department of Statistics,Calendar Year,
MYS,Malaysia,current_account_pct,Current account balance,2022,A,3.188087509,percent_gdp,current,,observed,A,BCA_BP6_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_GLOB_BOP/A.BCA_BP6_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_GLOB_BOP.csv,40,"Prior to 2005, follows the IMF's Balance of Payments Manual (fifth edition). For 2005 onward, follows the IMF's Balance of Payments and International Investment Position Manual (sixth edition). Figures were converted from ringgit to United States dollars using average period exchange rates from the IMF.",Department of Statistics,Calendar Year,
MYS,Malaysia,current_account_pct,Current account balance,2023,A,1.099122887,percent_gdp,current,,observed,A,BCA_BP6_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_GLOB_BOP/A.BCA_BP6_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_GLOB_BOP.csv,41,"Prior to 2005, follows the IMF's Balance of Payments Manual (fifth edition). For 2005 onward, follows the IMF's Balance of Payments and International Investment Position Manual (sixth edition). Figures were converted from ringgit to United States dollars using average period exchange rates from the IMF.",Department of Statistics,Calendar Year,
MYS,Malaysia,current_account_pct,Current account balance,2024,A,1.434369097,percent_gdp,current,,observed,A,BCA_BP6_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_GLOB_BOP/A.BCA_BP6_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_GLOB_BOP.csv,42,"Prior to 2005, follows the IMF's Balance of Payments Manual (fifth edition). For 2005 onward, follows the IMF's Balance of Payments and International Investment Position Manual (sixth edition). Figures were converted from ringgit to United States dollars using average period exchange rates from the IMF.",Department of Statistics,Calendar Year,
MYS,Malaysia,current_account_pct,Current account balance,2025,A,1.573318265,percent_gdp,current,,observed,A,BCA_BP6_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_GLOB_BOP/A.BCA_BP6_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_GLOB_BOP.csv,43,"Prior to 2005, follows the IMF's Balance of Payments Manual (fifth edition). For 2005 onward, follows the IMF's Balance of Payments and International Investment Position Manual (sixth edition). Figures were converted from ringgit to United States dollars using average period exchange rates from the IMF.",Department of Statistics,Calendar Year,
MYS,Malaysia,exports_pct,Exports of goods and services,2005,A,112.89898,percent_gdp,current,,observed,A,NEGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,233,,Department of Statistics,Calendar Year,
MYS,Malaysia,exports_pct,Exports of goods and services,2006,A,112.18548,percent_gdp,current,,observed,A,NEGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,234,,Department of Statistics,Calendar Year,
MYS,Malaysia,exports_pct,Exports of goods and services,2007,A,106.16858,percent_gdp,current,,observed,A,NEGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,235,,Department of Statistics,Calendar Year,
MYS,Malaysia,exports_pct,Exports of goods and services,2008,A,99.49958,percent_gdp,current,,observed,A,NEGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,236,,Department of Statistics,Calendar Year,
MYS,Malaysia,exports_pct,Exports of goods and services,2009,A,91.41679,percent_gdp,current,,observed,A,NEGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,237,,Department of Statistics,Calendar Year,
MYS,Malaysia,exports_pct,Exports of goods and services,2010,A,86.93,percent_gdp,current,,observed,A,NEGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,238,,Department of Statistics,Calendar Year,
MYS,Malaysia,exports_pct,Exports of goods and services,2011,A,85.255442,percent_gdp,current,,observed,A,NEGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,239,,Department of Statistics,Calendar Year,
MYS,Malaysia,exports_pct,Exports of goods and services,2012,A,79.299914,percent_gdp,current,,observed,A,NEGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,240,,Department of Statistics,Calendar Year,
MYS,Malaysia,exports_pct,Exports of goods and services,2013,A,75.62904,percent_gdp,current,,observed,A,NEGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,241,,Department of Statistics,Calendar Year,
MYS,Malaysia,exports_pct,Exports of goods and services,2014,A,73.7935,percent_gdp,current,,observed,A,NEGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,242,,Department of Statistics,Calendar Year,
MYS,Malaysia,exports_pct,Exports of goods and services,2015,A,69.44869,percent_gdp,current,,observed,A,NEGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,243,,Department of Statistics,Calendar Year,
MYS,Malaysia,exports_pct,Exports of goods and services,2016,A,66.77545,percent_gdp,current,,observed,A,NEGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,244,,Department of Statistics,Calendar Year,
MYS,Malaysia,exports_pct,Exports of goods and services,2017,A,70.01174,percent_gdp,current,,observed,A,NEGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,245,,Department of Statistics,Calendar Year,
MYS,Malaysia,exports_pct,Exports of goods and services,2018,A,68.55497,percent_gdp,current,,observed,A,NEGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,246,,Department of Statistics,Calendar Year,
MYS,Malaysia,exports_pct,Exports of goods and services,2019,A,65.27777,percent_gdp,current,,observed,A,NEGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,247,,Department of Statistics,Calendar Year,
MYS,Malaysia,exports_pct,Exports of goods and services,2020,A,61.578,percent_gdp,current,,observed,A,NEGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,248,,Department of Statistics,Calendar Year,
MYS,Malaysia,exports_pct,Exports of goods and services,2021,A,70.633,percent_gdp,current,,observed,A,NEGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,249,,Department of Statistics,Calendar Year,
MYS,Malaysia,exports_pct,Exports of goods and services,2022,A,76.808,percent_gdp,current,,observed,A,NEGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,250,,Department of Statistics,Calendar Year,
MYS,Malaysia,exports_pct,Exports of goods and services,2023,A,68.63,percent_gdp,current,,observed,A,NEGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,251,,Department of Statistics,Calendar Year,
MYS,Malaysia,exports_pct,Exports of goods and services,2024,A,71.459,percent_gdp,current,,observed,A,NEGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,252,,Department of Statistics,Calendar Year,
MYS,Malaysia,exports_pct,Exports of goods and services,2025,A,72.223,percent_gdp,current,,observed,A,NEGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,253,,Department of Statistics,Calendar Year,
MYS,Malaysia,imports_pct,Imports of goods and services,2005,A,90.95548,percent_gdp,current,,observed,A,NIGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,338,,Department of Statistics,Calendar Year,
MYS,Malaysia,imports_pct,Imports of goods and services,2006,A,90.39167,percent_gdp,current,,observed,A,NIGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,339,,Department of Statistics,Calendar Year,
MYS,Malaysia,imports_pct,Imports of goods and services,2007,A,86.29753,percent_gdp,current,,observed,A,NIGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,340,,Department of Statistics,Calendar Year,
MYS,Malaysia,imports_pct,Imports of goods and services,2008,A,77.16875,percent_gdp,current,,observed,A,NIGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,341,,Department of Statistics,Calendar Year,
MYS,Malaysia,imports_pct,Imports of goods and services,2009,A,71.14218,percent_gdp,current,,observed,A,NIGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,342,,Department of Statistics,Calendar Year,
MYS,Malaysia,imports_pct,Imports of goods and services,2010,A,71.01,percent_gdp,current,,observed,A,NIGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,343,,Department of Statistics,Calendar Year,
MYS,Malaysia,imports_pct,Imports of goods and services,2011,A,69.68,percent_gdp,current,,observed,A,NIGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,344,,Department of Statistics,Calendar Year,
MYS,Malaysia,imports_pct,Imports of goods and services,2012,A,68.54,percent_gdp,current,,observed,A,NIGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,345,,Department of Statistics,Calendar Year,
MYS,Malaysia,imports_pct,Imports of goods and services,2013,A,67.09195,percent_gdp,current,,observed,A,NIGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,346,,Department of Statistics,Calendar Year,
MYS,Malaysia,imports_pct,Imports of goods and services,2014,A,64.51873,percent_gdp,current,,observed,A,NIGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,347,,Department of Statistics,Calendar Year,
MYS,Malaysia,imports_pct,Imports of goods and services,2015,A,61.92138,percent_gdp,current,,observed,A,NIGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,348,,Department of Statistics,Calendar Year,
MYS,Malaysia,imports_pct,Imports of goods and services,2016,A,60.12356,percent_gdp,current,,observed,A,NIGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,349,,Department of Statistics,Calendar Year,
MYS,Malaysia,imports_pct,Imports of goods and services,2017,A,63.14343,percent_gdp,current,,observed,A,NIGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,350,,Department of Statistics,Calendar Year,
MYS,Malaysia,imports_pct,Imports of goods and services,2018,A,61.84765,percent_gdp,current,,observed,A,NIGS_XGDP_PS,ADB,"https://kidb.adb.org/api/v5/sdmx/data/ADB,DF_NA/A.NGDP_XDC+NGDP_R_XDC+NGDPVA_ISIC4_C_XDC+NEGS_XGDP_PS+NIGS_XGDP_PS.VIE+THA+INO+MAL+SIN?startPeriod=2005&format=sdmx-csv",DF_NA.csv,351,,Department of Statistics,Calendar Year,
