DATAFLOW,FREQ,INDICATOR,ECONOMY_CODE,TIME_PERIOD,OBS_VALUE,UNIT,UNIT_MULT,DECIMALS,FOOTNOTE,OBS_STATUS,REF_YEAR,BASE_YEAR,DATA_SOURCE,METHODOLOGY
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,SIN,2018,15.7,PCT,0,1,,A,Calendar Year,,Singapore Department of Statistics,Balance of Payment Manual 6th Edition
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,SIN,2019,15.5,PCT,0,1,,A,Calendar Year,,Singapore Department of Statistics,Balance of Payment Manual 6th Edition
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,SIN,2020,17.7,PCT,0,1,,A,Calendar Year,,Singapore Department of Statistics,Balance of Payment Manual 6th Edition
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,SIN,2021,19.3,PCT,0,1,,A,Calendar Year,,Singapore Department of Statistics,Balance of Payment Manual 6th Edition
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,SIN,2022,18.9,PCT,0,1,,A,Calendar Year,,Singapore Department of Statistics,Balance of Payment Manual 6th Edition
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,SIN,2023,16.4,PCT,0,1,,A,Calendar Year,,Singapore Department of Statistics,Balance of Payment Manual 6th Edition
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,SIN,2024,17.2,PCT,0,1,,A,Calendar Year,,Singapore Department of Statistics,Balance of Payment Manual 6th Edition
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,SIN,2025,16.7,PCT,0,1,,A,Calendar Year,,Singapore Department of Statistics,Balance of Payment Manual 6th Edition
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,THA,2005,-4.036484404,PCT_GDP,0,1,,A,Calendar Year,,Bank of Thailand,
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,THA,2006,1.043798238,PCT_GDP,0,1,,A,Calendar Year,,Bank of Thailand,
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,THA,2007,5.926671871,PCT_GDP,0,1,,A,Calendar Year,,Bank of Thailand,
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,THA,2008,0.319479876,PCT_GDP,0,1,,A,Calendar Year,,Bank of Thailand,
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,THA,2009,7.876560056,PCT_GDP,0,1,,A,Calendar Year,,Bank of Thailand,
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,THA,2010,3.367318291,PCT_GDP,0,1,,A,Calendar Year,,Bank of Thailand,
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,THA,2011,2.542171757,PCT_GDP,0,1,,A,Calendar Year,,Bank of Thailand,
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,THA,2012,-1.232337205,PCT_GDP,0,1,,A,Calendar Year,,Bank of Thailand,
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,THA,2013,-2.101535084,PCT_GDP,0,1,,A,Calendar Year,,Bank of Thailand,
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,THA,2014,2.858284429,PCT_GDP,0,1,,A,Calendar Year,,Bank of Thailand,
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,THA,2015,6.915817076,PCT_GDP,0,1,,A,Calendar Year,,Bank of Thailand,
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,THA,2016,10.50835426,PCT_GDP,0,1,,A,Calendar Year,,Bank of Thailand,
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,THA,2017,9.631029908,PCT_GDP,0,1,,A,Calendar Year,,Bank of Thailand,
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,THA,2018,5.619863842,PCT_GDP,0,1,,A,Calendar Year,,Bank of Thailand,
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,THA,2019,7.033268678,PCT_GDP,0,1,,A,Calendar Year,,Bank of Thailand,
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,THA,2020,4.182825661,PCT_GDP,0,1,,A,Calendar Year,,Bank of Thailand,
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,THA,2021,-2.118251418,PCT_GDP,0,1,,A,Calendar Year,,Bank of Thailand,
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,THA,2022,-3.462516507,PCT_GDP,0,1,,A,Calendar Year,,Bank of Thailand,
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,THA,2023,1.436618026,PCT_GDP,0,1,,A,Calendar Year,,Bank of Thailand,
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,THA,2024,2.10661048,PCT_GDP,0,1,,P,Calendar Year,,Bank of Thailand,
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,THA,2025,2.762897536,PCT_GDP,0,1,,P,Calendar Year,,Bank of Thailand,
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,VIE,2005,-1,PCT,0,1,"2014-2025: Prior to 2014, data are based on the IMF's Balance of Payments Manual (fifth edition). For 2014 onward, data are based on the IMF's Balance of Payments and International Investment Position Manual (sixth edition).",A,Calendar Year,,State Bank of Viet Nam,Balance of Payment Manual 5th Edition
